MONDO,EFO
MONDO_0019121,EFO_0007448
MONDO_0005923,EFO_0007447
MONDO_0005907,EFO_0007430
MONDO_0005911,EFO_0007434
MONDO_0005910,EFO_0007433
MONDO_0005909,EFO_0007432
MONDO_0005915,EFO_0007439
MONDO_0005914,EFO_0007438
MONDO_0005913,EFO_0007437
MONDO_0005912,EFO_0007436
MONDO_0017376,EFO_0007460
MONDO_0005939,EFO_0007464
MONDO_0005938,EFO_0007463
MONDO_0005937,EFO_0007462
MONDO_0005943,EFO_0007468
MONDO_0005942,EFO_0007467
MONDO_0005941,EFO_0007466
MONDO_0005940,EFO_0007465
MONDO_0005944,EFO_0007469
MONDO_0005929,EFO_0007453
MONDO_0005928,EFO_0007452
MONDO_0005927,EFO_0007451
MONDO_0017373,EFO_0007450
MONDO_0005932,EFO_0007457
MONDO_0016318,EFO_0007455
MONDO_0017416,EFO_0007454
MONDO_0005933,EFO_0007458
MONDO_0005957,EFO_0007482
MONDO_0005956,EFO_0007481
MONDO_0019365,EFO_0007480
MONDO_0005960,EFO_0007485
MONDO_0005959,EFO_0007484
MONDO_0005964,EFO_0007489
MONDO_0005963,EFO_0007488
MONDO_0005962,EFO_0007487
MONDO_0005946,EFO_0007471
MONDO_0005945,EFO_0007470
MONDO_0005950,EFO_0007475
MONDO_0005949,EFO_0007474
MONDO_0005947,EFO_0007472
MONDO_0005954,EFO_0007479
MONDO_0005953,EFO_0007478
MONDO_0018903,EFO_0007476
MONDO_0005861,EFO_0007381
MONDO_0019136,EFO_0007380
MONDO_0006134,EFO_1000162
MONDO_0005131,EFO_0001061
MONDO_0005867,EFO_0007387
MONDO_0006135,EFO_1000163
MONDO_0005153,EFO_0001416
MONDO_0005004,EFO_0000348
MONDO_0005866,EFO_0007386
MONDO_0005150,EFO_0001365
MONDO_0006132,EFO_1000160
MONDO_0005865,EFO_0007385
MONDO_0006133,EFO_1000161
MONDO_0005864,EFO_0007384
MONDO_0009688,EFO_0004991
MONDO_0019147,EFO_0007389
MONDO_0005868,EFO_0007388
MONDO_0006139,EFO_1000168
MONDO_0006140,EFO_1000169
MONDO_0006137,EFO_1000166
MONDO_0006138,EFO_1000167
MONDO_0003665,EFO_1000164
MONDO_0005852,EFO_0007372
MONDO_0005851,EFO_0007371
MONDO_0005850,EFO_0007370
MONDO_0006144,EFO_1000173
MONDO_0005856,EFO_0007376
MONDO_0006145,EFO_1000174
MONDO_0005855,EFO_0007375
MONDO_0006142,EFO_1000171
MONDO_0005854,EFO_0007374
MONDO_0006143,EFO_1000172
MONDO_0006141,EFO_1000170
MONDO_0005859,EFO_0007379
MONDO_0011989,EFO_0005044
MONDO_0005596,EFO_0006387
MONDO_0005857,EFO_0007377
MONDO_0019451,EFO_1000179
MONDO_0006146,EFO_1000175
MONDO_0006152,EFO_1000184
MONDO_0006153,EFO_1000185
MONDO_0006150,EFO_1000182
MONDO_0006151,EFO_1000183
MONDO_0006149,EFO_1000181
MONDO_0006155,EFO_1000188
MONDO_0006156,EFO_1000189
MONDO_0006154,EFO_1000186
MONDO_0005870,EFO_0007390
MONDO_0005874,EFO_0007394
MONDO_0005873,EFO_0007393
MONDO_0005872,EFO_0007392
MONDO_0005871,EFO_0007391
MONDO_0006162,EFO_1000195
MONDO_0005878,EFO_0007398
MONDO_0006163,EFO_1000196
MONDO_0017776,EFO_0007397
MONDO_0006160,EFO_1000193
MONDO_0005876,EFO_0007396
MONDO_0006161,EFO_1000194
MONDO_0005875,EFO_0007395
MONDO_0006158,EFO_1000191
MONDO_0006159,EFO_1000192
MONDO_0006157,EFO_1000190
MONDO_0005879,EFO_0007399
MONDO_0006166,EFO_1000199
MONDO_0006164,EFO_1000197
MONDO_0006165,EFO_1000198
MONDO_0011786,EFO_0005854
MONDO_0001939,EFO_1001424
MONDO_0006102,EFO_1000105
MONDO_0019461,EFO_1000102
MONDO_0006098,EFO_1000100
MONDO_0006104,EFO_1000108
MONDO_0006103,EFO_1000106
MONDO_0006105,EFO_1000110
MONDO_0006111,EFO_1000126
MONDO_0006112,EFO_1000127
MONDO_0002751,EFO_1000125
MONDO_0006107,EFO_1000122
MONDO_0006108,EFO_1000123
MONDO_0006106,EFO_1000121
MONDO_0002760,EFO_1000130
MONDO_0005364,EFO_0004237
MONDO_0006115,EFO_1000131
MONDO_0006121,EFO_1000148
MONDO_0006122,EFO_1000149
MONDO_0006119,EFO_1000146
MONDO_0006120,EFO_1000147
MONDO_0006117,EFO_1000144
MONDO_0006118,EFO_1000145
MONDO_0005114,EFO_0000772
MONDO_0006116,EFO_1000143
MONDO_0003155,EFO_1000151
MONDO_0006131,EFO_1000159
MONDO_0002571,EFO_1000157
MONDO_0006130,EFO_1000158
MONDO_0005460,EFO_0005226
MONDO_0000525,EFO_1000155
MONDO_0006128,EFO_1000156
MONDO_0020325,EFO_0003032
MONDO_0006126,EFO_1000154
MONDO_0005574,EFO_0005815
MONDO_0004299,EFO_1000302
MONDO_0004278,EFO_1000303
MONDO_0006250,EFO_1000300
MONDO_0008219,EFO_0004719
MONDO_0005420,EFO_0004705
MONDO_0006257,EFO_1000308
MONDO_0011908,EFO_1000309
MONDO_0006256,EFO_1000307
MONDO_0006254,EFO_1000304
MONDO_0006255,EFO_1000305
MONDO_0006260,EFO_1000314
MONDO_0005206,EFO_0002890
MONDO_0015534,EFO_1000311
MONDO_0006258,EFO_1000310
MONDO_0005788,EFO_0007303
MONDO_0005787,EFO_0007302
MONDO_0005786,EFO_0007301
MONDO_0005785,EFO_0007300
MONDO_0005792,EFO_0007307
MONDO_0005791,EFO_0007306
MONDO_0005789,EFO_0007304
MONDO_0005794,EFO_0007309
MONDO_0005371,EFO_0004247
MONDO_0005806,EFO_0007321
MONDO_0005805,EFO_0007320
MONDO_0005809,EFO_0007325
MONDO_0005808,EFO_0007324
MONDO_0007827,EFO_0007323
MONDO_0005807,EFO_0007322
MONDO_0005813,EFO_0007329
MONDO_0005812,EFO_0007328
MONDO_0005811,EFO_0007327
MONDO_0018312,EFO_0007310
MONDO_0005799,EFO_0007314
MONDO_0005798,EFO_0007313
MONDO_0005797,EFO_0007312
MONDO_0005796,EFO_0007311
MONDO_0005802,EFO_0007317
MONDO_0005801,EFO_0007316
MONDO_0005800,EFO_0007315
MONDO_0005824,EFO_0007343
MONDO_0005823,EFO_0007342
MONDO_0005822,EFO_0007340
MONDO_0005828,EFO_0007347
MONDO_0005827,EFO_0007346
MONDO_0005826,EFO_0007345
MONDO_0005825,EFO_0007344
MONDO_0005830,EFO_0007349
MONDO_0005829,EFO_0007348
MONDO_0019209,EFO_0007332
MONDO_0005814,EFO_0007330
MONDO_0019480,EFO_0007336
MONDO_0005817,EFO_0007335
MONDO_0005821,EFO_0007339
MONDO_0005820,EFO_0007338
MONDO_0005819,EFO_0007337
MONDO_0005842,EFO_0007361
MONDO_0005841,EFO_0007360
MONDO_0005845,EFO_0007364
MONDO_0005844,EFO_0007363
MONDO_0005843,EFO_0007362
MONDO_0005848,EFO_0007368
MONDO_0005847,EFO_0007367
MONDO_0005846,EFO_0007366
MONDO_0005831,EFO_0007350
MONDO_0005834,EFO_0007353
MONDO_0005832,EFO_0007351
MONDO_0020500,EFO_0007358
MONDO_0005838,EFO_0007357
MONDO_0005837,EFO_0007356
MONDO_0005836,EFO_0007355
MONDO_0005754,EFO_0007262
MONDO_0005753,EFO_0007261
MONDO_0005752,EFO_0007260
MONDO_0006234,EFO_1000283
MONDO_0005193,EFO_0002621
MONDO_0005758,EFO_0007266
MONDO_0006235,EFO_1000284
MONDO_0005757,EFO_0007265
MONDO_0006232,EFO_1000281
MONDO_0005756,EFO_0007264
MONDO_0006233,EFO_1000282
MONDO_0005755,EFO_0007263
MONDO_0006231,EFO_1000280
MONDO_0008383,EFO_0000685
MONDO_0005759,EFO_0007268
MONDO_0006238,EFO_1000287
MONDO_0006239,EFO_1000288
MONDO_0006237,EFO_1000286
MONDO_0009169,EFO_0007251
MONDO_0005743,EFO_0007250
MONDO_0006244,EFO_1000294
MONDO_0005747,EFO_0007255
MONDO_0006245,EFO_1000295
MONDO_0005524,EFO_0005591
MONDO_0005746,EFO_0007254
MONDO_0018666,EFO_1000292
MONDO_0005745,EFO_0007253
MONDO_0006243,EFO_1000293
MONDO_0005751,EFO_0007259
MONDO_0006241,EFO_1000291
MONDO_0005750,EFO_0007258
MONDO_0005749,EFO_0007257
MONDO_0006248,EFO_1000298
MONDO_0006249,EFO_1000299
MONDO_0006246,EFO_1000296
MONDO_0006247,EFO_1000297
MONDO_0005772,EFO_0007284
MONDO_0005771,EFO_0007283
MONDO_0005770,EFO_0007282
MONDO_0005769,EFO_0007281
MONDO_0005775,EFO_0007287
MONDO_0005774,EFO_0007286
MONDO_0005773,EFO_0007285
MONDO_0005776,EFO_0007289
MONDO_0005762,EFO_0007273
MONDO_0005761,EFO_0007272
MONDO_0021045,EFO_0007271
MONDO_0005765,EFO_0007277
MONDO_0005764,EFO_0007276
MONDO_0009237,EFO_0007275
MONDO_0005763,EFO_0007274
MONDO_0005767,EFO_0007279
MONDO_0005766,EFO_0007278
MONDO_0005777,EFO_0007291
MONDO_0007179,EFO_0005809
MONDO_0005780,EFO_0007295
MONDO_0005779,EFO_0007294
MONDO_0005778,EFO_0007293
MONDO_0008585,EFO_0007297
MONDO_0005081,EFO_0000668
MONDO_0017879,EFO_0007296
MONDO_0006169,EFO_1000202
MONDO_0006167,EFO_1000200
MONDO_0018907,EFO_1000209
MONDO_0006174,EFO_1000208
MONDO_0006172,EFO_1000205
MONDO_0006173,EFO_1000206
MONDO_0006178,EFO_1000214
MONDO_0006179,EFO_1000215
MONDO_0002141,EFO_1000212
MONDO_0006176,EFO_1000210
MONDO_0006182,EFO_1000219
MONDO_0006187,EFO_1000225
MONDO_0006186,EFO_1000223
MONDO_0006184,EFO_1000221
MONDO_0006183,EFO_1000220
MONDO_0006189,EFO_1000229
MONDO_0006188,EFO_1000228
MONDO_0002747,EFO_1000236
MONDO_0006195,EFO_1000237
MONDO_0006193,EFO_1000234
MONDO_0006191,EFO_1000231
MONDO_0006196,EFO_1000238
MONDO_0006197,EFO_1000239
MONDO_0006198,EFO_1000240
MONDO_0006202,EFO_1000247
MONDO_0005496,EFO_0005540
MONDO_0006203,EFO_1000248
MONDO_0006201,EFO_1000246
MONDO_0006200,EFO_1000244
MONDO_0006199,EFO_1000242
MONDO_0008177,EFO_1000249
MONDO_0021039,EFO_1000250
MONDO_0006206,EFO_1000251
MONDO_0006212,EFO_1000259
MONDO_0006210,EFO_1000256
MONDO_0006211,EFO_1000257
MONDO_0006209,EFO_1000255
MONDO_0006207,EFO_1000252
MONDO_0006208,EFO_1000253
MONDO_0006214,EFO_1000261
MONDO_0006215,EFO_1000262
MONDO_0006213,EFO_1000260
MONDO_0006222,EFO_1000269
MONDO_0006220,EFO_1000267
MONDO_0006221,EFO_1000268
MONDO_0006218,EFO_1000265
MONDO_0006219,EFO_1000266
MONDO_0006216,EFO_1000263
MONDO_0006217,EFO_1000264
MONDO_0006225,EFO_1000272
MONDO_0006223,EFO_1000270
MONDO_0006224,EFO_1000271
MONDO_0006230,EFO_1000278
MONDO_0006228,EFO_1000276
MONDO_0006229,EFO_1000277
MONDO_0006226,EFO_1000274
MONDO_0006227,EFO_1000275
MONDO_0007650,EFO_0000191
MONDO_0004949,EFO_0000096
MONDO_0018881,EFO_0000198
MONDO_0004958,EFO_0000199
MONDO_0004953,EFO_0000186
MONDO_0012883,EFO_0000224
MONDO_0012817,EFO_0000174
MONDO_0005157,EFO_0001642
MONDO_0005312,EFO_0003921
MONDO_0005309,EFO_0003902
MONDO_0005479,EFO_0005308
MONDO_0005386,EFO_0004265
MONDO_0005186,EFO_0002610
MONDO_0005320,EFO_0003944
MONDO_0005319,EFO_0003943
MONDO_0005188,EFO_0002613
MONDO_0005313,EFO_0003928
MONDO_0005314,EFO_0003929
MONDO_0005316,EFO_0003932
MONDO_0005325,EFO_0003957
MONDO_0005021,EFO_0000407
MONDO_0005326,EFO_0003958
MONDO_0018920,EFO_0002628
MONDO_0005516,EFO_0005571
MONDO_0005327,EFO_0003964
MONDO_0004959,EFO_0000200
MONDO_0005189,EFO_0002615
MONDO_0005191,EFO_0002617
MONDO_0005323,EFO_0003955
MONDO_0005195,EFO_0002623
MONDO_0005194,EFO_0002622
MONDO_0005324,EFO_0003956
MONDO_0015924,EFO_0001361
MONDO_0005144,EFO_0001356
MONDO_0005203,EFO_0002687
MONDO_0005202,EFO_0002686
MONDO_0005145,EFO_0001357
MONDO_0009693,EFO_0001378
MONDO_0004991,EFO_0000308
MONDO_0004996,EFO_0000330
MONDO_0018447,EFO_0000332
MONDO_0017885,EFO_0000335
MONDO_0005161,EFO_0001668
MONDO_0020076,EFO_0002428
MONDO_0005002,EFO_0000341
MONDO_0005163,EFO_0001675
MONDO_0005252,EFO_0003144
MONDO_0005007,EFO_0000364
MONDO_0005013,EFO_0000394
MONDO_0005265,EFO_0003767
MONDO_0005097,EFO_0000708
MONDO_0008433,EFO_0000702
MONDO_0005112,EFO_0000770
MONDO_0004962,EFO_0000206
MONDO_0004964,EFO_0000211
MONDO_0005169,EFO_0002426
MONDO_0004961,EFO_0000205
MONDO_0005208,EFO_0002894
MONDO_0004973,EFO_0000233
MONDO_0005168,EFO_0002425
MONDO_0004969,EFO_0000225
MONDO_0004977,EFO_0000255
MONDO_0004983,EFO_0000279
MONDO_0004987,EFO_0000294
MONDO_0005037,EFO_0000504
MONDO_0005050,EFO_0000552
MONDO_0005051,EFO_0000553
MONDO_0005052,EFO_0000555
MONDO_0008054,EFO_0000557
MONDO_0005045,EFO_0000538
MONDO_0005060,EFO_0000569
MONDO_0005056,EFO_0000559
MONDO_0005058,EFO_0000564
MONDO_0005067,EFO_0000595
MONDO_0005063,EFO_0000580
MONDO_0005019,EFO_0000404
MONDO_0005016,EFO_0000401
MONDO_0005017,EFO_0000402
MONDO_0005029,EFO_0000479
MONDO_0004849,EFO_0000464
MONDO_0005030,EFO_0000495
MONDO_0005032,EFO_0000499
MONDO_0005103,EFO_0000736
MONDO_0005110,EFO_0000767
MONDO_0005115,EFO_0000773
MONDO_0005117,EFO_0000776
MONDO_0005118,EFO_0000777
MONDO_0005106,EFO_0000759
MONDO_0018902,EFO_0000762
MONDO_0012268,EFO_0000765
MONDO_0005119,EFO_0000778
MONDO_0005120,EFO_0000779
MONDO_0005121,EFO_0000780
MONDO_0005122,EFO_0000781
MONDO_0005095,EFO_0000706
MONDO_0013280,EFO_0000613
MONDO_0005076,EFO_0000649
MONDO_0005077,EFO_0000650
MONDO_0005074,EFO_0000639
MONDO_0017884,EFO_0000640
MONDO_0005082,EFO_0000673
MONDO_0005085,EFO_0000678
MONDO_0008487,EFO_0000660
MONDO_0005080,EFO_0000666
MONDO_0005091,EFO_0000694
MONDO_0010030,EFO_0000699
MONDO_0011230,EFO_0005895
MONDO_0005406,EFO_0004593
MONDO_0005408,EFO_0004596
MONDO_0007012,EFO_1001233
MONDO_0005407,EFO_0004594
MONDO_0005361,EFO_0004232
MONDO_0005567,EFO_0005800
MONDO_0005568,EFO_0005801
MONDO_0005572,EFO_0005805
MONDO_0007067,EFO_0005840
MONDO_0005576,EFO_0005846
MONDO_0018360,EFO_0004537
MONDO_0019371,EFO_0005855
MONDO_0003669,EFO_0003101
MONDO_0005556,EFO_0005761
MONDO_0005551,EFO_0005751
MONDO_0005552,EFO_0005753
MONDO_0005555,EFO_0005758
MONDO_0005565,EFO_0005785
MONDO_0043765,EFO_0005782
MONDO_0005365,EFO_0004238
MONDO_0005563,EFO_0005783
MONDO_0008375,EFO_0005773
MONDO_0005253,EFO_0003145
MONDO_0005255,EFO_0003147
MONDO_0005254,EFO_0003146
MONDO_0005257,EFO_0003149
MONDO_0005256,EFO_0003148
MONDO_0005566,EFO_0005799
MONDO_0005549,EFO_0005708
MONDO_0005434,EFO_0004795
MONDO_0012672,EFO_0004799
MONDO_0004665,EFO_0004708
MONDO_0005424,EFO_0004711
MONDO_0005426,EFO_0004715
MONDO_0005425,EFO_0004712
MONDO_0005419,EFO_0004701
MONDO_0005429,EFO_0004720
MONDO_0005430,EFO_0004772
MONDO_0005432,EFO_0004776
MONDO_0005433,EFO_0004777
MONDO_0019810,EFO_0004775
MONDO_0005594,EFO_0006346
MONDO_0005417,EFO_0004683
MONDO_0005418,EFO_0004686
MONDO_0005579,EFO_0005917
MONDO_0005582,EFO_0005924
MONDO_0005580,EFO_0005922
MONDO_0005581,EFO_0005923
MONDO_0005414,EFO_0004609
MONDO_0005584,EFO_0005938
MONDO_0019512,EFO_0005269
MONDO_0005585,EFO_0005942
MONDO_0015796,EFO_0004610
MONDO_0005416,EFO_0004616
MONDO_0005130,EFO_0001060
MONDO_0008608,EFO_0001064
MONDO_0005134,EFO_0001066
MONDO_0005124,EFO_0001054
MONDO_0005125,EFO_0001055
MONDO_0005126,EFO_0001056
MONDO_0005127,EFO_0001057
MONDO_0005139,EFO_0001074
MONDO_0005141,EFO_0001076
MONDO_0005142,EFO_0001077
MONDO_0005143,EFO_0001078
MONDO_0005439,EFO_0004911
MONDO_0011385,EFO_0004994
MONDO_0005435,EFO_0004826
MONDO_0005437,EFO_0004893
MONDO_0007661,EFO_0004895
MONDO_0005436,EFO_0004889
MONDO_0005272,EFO_0003802
MONDO_0005276,EFO_0003819
MONDO_0019157,EFO_0003812
MONDO_0005179,EFO_0002507
MONDO_0005181,EFO_0002509
MONDO_0005284,EFO_0003840
MONDO_0005182,EFO_0002510
MONDO_0005176,EFO_0002502
MONDO_0005177,EFO_0002504
MONDO_0005282,EFO_0003834
MONDO_0005286,EFO_0003849
MONDO_0005287,EFO_0003852
MONDO_0008159,EFO_0003854
MONDO_0005298,EFO_0003882
MONDO_0008779,EFO_0003857
MONDO_0005300,EFO_0003884
MONDO_0005291,EFO_0003870
MONDO_0005293,EFO_0003874
MONDO_0005295,EFO_0003876
MONDO_0005306,EFO_0003898
MONDO_0005175,EFO_0002498
MONDO_0005174,EFO_0002497
MONDO_0009891,EFO_0002429
MONDO_0005258,EFO_0003756
MONDO_0009692,EFO_0002430
MONDO_0008575,EFO_0003768
MONDO_0005259,EFO_0003757
MONDO_0008890,EFO_0003783
MONDO_0005266,EFO_0003770
MONDO_0011849,EFO_0003778
MONDO_0005623,EFO_0006812
MONDO_0005588,EFO_0006313
MONDO_0005589,EFO_0006315
MONDO_0005592,EFO_0006339
MONDO_0005591,EFO_0006338
MONDO_0005595,EFO_0006352
MONDO_0008226,EFO_0006342
MONDO_0005593,EFO_0006343
MONDO_0005445,EFO_0005045
MONDO_0005598,EFO_0006391
MONDO_0005601,EFO_0006462
MONDO_0005597,EFO_0006388
MONDO_0019198,EFO_1001205
MONDO_0017255,EFO_1001082
MONDO_0006990,EFO_1001203
MONDO_0006989,EFO_1001202
MONDO_0006988,EFO_1001200
MONDO_0008538,EFO_1001209
MONDO_0006994,EFO_1001208
MONDO_0006997,EFO_1001213
MONDO_0006993,EFO_1001207
MONDO_0006992,EFO_1001206
MONDO_0006998,EFO_1001214
MONDO_0008889,EFO_1001211
MONDO_0006995,EFO_1001210
MONDO_0008599,EFO_1001219
MONDO_0007000,EFO_1001217
MONDO_0007008,EFO_1001226
MONDO_0007007,EFO_1001225
MONDO_0007006,EFO_1001224
MONDO_0007005,EFO_1001223
MONDO_0007002,EFO_1001220
MONDO_0007009,EFO_1001228
MONDO_0007017,EFO_1001238
MONDO_0007015,EFO_1001236
MONDO_0007014,EFO_1001235
MONDO_0007013,EFO_1001234
MONDO_0007011,EFO_1001232
MONDO_0007018,EFO_1001239
MONDO_0007020,EFO_1001241
MONDO_0007019,EFO_1001240
MONDO_0007027,EFO_1001249
MONDO_0007025,EFO_1001247
MONDO_0007024,EFO_1001246
MONDO_0007023,EFO_1001245
MONDO_0007022,EFO_1001244
MONDO_0006939,EFO_1001141
MONDO_0010198,EFO_1001242
MONDO_0005974,EFO_0007501
MONDO_0005973,EFO_0007500
MONDO_0005977,EFO_0007505
MONDO_0005975,EFO_0007503
MONDO_0009835,EFO_0007502
MONDO_0005981,EFO_0007509
MONDO_0005980,EFO_0007508
MONDO_0005979,EFO_0007507
MONDO_0005978,EFO_0007506
MONDO_0005995,EFO_0007523
MONDO_0005994,EFO_0007522
MONDO_0005993,EFO_0007521
MONDO_0008039,EFO_0007527
MONDO_0005998,EFO_0007526
MONDO_0005997,EFO_0007525
MONDO_0005996,EFO_0007524
MONDO_0006000,EFO_0007529
MONDO_0005999,EFO_0007528
MONDO_0005242,EFO_0003097
MONDO_0005984,EFO_0007512
MONDO_0005983,EFO_0007511
MONDO_0005988,EFO_0007516
MONDO_0005987,EFO_0007515
MONDO_0005986,EFO_0007514
MONDO_0005985,EFO_0007513
MONDO_0005991,EFO_0007519
MONDO_0005990,EFO_0007518
MONDO_0005989,EFO_0007517
MONDO_0006012,EFO_0007541
MONDO_0006015,EFO_0007544
MONDO_0005495,EFO_0005539
MONDO_0019610,EFO_0007549
MONDO_0006019,EFO_0007548
MONDO_0019380,EFO_0007546
MONDO_0006001,EFO_0007530
MONDO_0006005,EFO_0007534
MONDO_0006004,EFO_0007533
MONDO_0006003,EFO_0007532
MONDO_0006009,EFO_0007538
MONDO_0006008,EFO_0007537
MONDO_0006006,EFO_0007535
MONDO_0006010,EFO_0007539
MONDO_0006044,EFO_1000041
MONDO_0006045,EFO_1000042
MONDO_0006043,EFO_1000040
MONDO_0006052,EFO_1000049
MONDO_0006050,EFO_1000047
MONDO_0019954,EFO_1000045
MONDO_0006049,EFO_1000046
MONDO_0006046,EFO_1000043
MONDO_0006047,EFO_1000044
MONDO_0005967,EFO_0007492
MONDO_0005966,EFO_0007491
MONDO_0005965,EFO_0007490
MONDO_0006055,EFO_1000052
MONDO_0005971,EFO_0007497
MONDO_0005970,EFO_0007496
MONDO_0006053,EFO_1000050
MONDO_0005969,EFO_0007495
MONDO_0005968,EFO_0007494
MONDO_0005972,EFO_0007499
MONDO_0008491,EFO_0007498
MONDO_0006060,EFO_1000058
MONDO_0006061,EFO_1000059
MONDO_0006059,EFO_1000057
MONDO_0006065,EFO_1000063
MONDO_0006066,EFO_1000064
MONDO_0004905,EFO_1000060
MONDO_0006069,EFO_1000067
MONDO_0006067,EFO_1000065
MONDO_0006068,EFO_1000066
MONDO_0006075,EFO_1000074
MONDO_0006076,EFO_1000075
MONDO_0006073,EFO_1000072
MONDO_0006074,EFO_1000073
MONDO_0006071,EFO_1000070
MONDO_0003185,EFO_1000071
MONDO_0006079,EFO_1000078
MONDO_0006077,EFO_1000076
MONDO_0006078,EFO_1000077
MONDO_0006085,EFO_1000085
MONDO_0006646,EFO_1000084
MONDO_0006082,EFO_1000081
MONDO_0006081,EFO_1000080
MONDO_0006088,EFO_1000089
MONDO_0006086,EFO_1000087
MONDO_0006087,EFO_1000088
MONDO_0006095,EFO_1000097
MONDO_0006093,EFO_1000094
MONDO_0006094,EFO_1000095
MONDO_0006091,EFO_1000092
MONDO_0006092,EFO_1000093
MONDO_0006090,EFO_1000091
MONDO_0006096,EFO_1000098
MONDO_0006097,EFO_1000099
MONDO_0006025,EFO_1000017
MONDO_0016505,EFO_1000015
MONDO_0014262,EFO_1000012
MONDO_0006021,EFO_1000013
MONDO_0006027,EFO_1000019
MONDO_0006028,EFO_1000020
MONDO_0006033,EFO_1000026
MONDO_0006031,EFO_1000024
MONDO_0006029,EFO_1000021
MONDO_0006034,EFO_1000029
MONDO_0006035,EFO_1000030
MONDO_0005606,EFO_0006500
MONDO_0006042,EFO_1000039
MONDO_0006040,EFO_1000036
MONDO_0006041,EFO_1000037
MONDO_0006038,EFO_1000034
MONDO_0006039,EFO_1000035
MONDO_0006036,EFO_1000032
MONDO_0005608,EFO_0006509
MONDO_0005610,EFO_0006511
MONDO_0005607,EFO_0006505
MONDO_0005452,EFO_0005204
MONDO_0005615,EFO_0006738
MONDO_0005453,EFO_0005207
MONDO_0005221,EFO_0003017
MONDO_0003763,EFO_0005223
MONDO_0019186,EFO_0005224
MONDO_0018695,EFO_0005222
MONDO_0005459,EFO_0005225
MONDO_0006892,EFO_1001090
MONDO_0006899,EFO_1001098
MONDO_0006898,EFO_1001097
MONDO_0005465,EFO_0005242
MONDO_0006897,EFO_1001096
MONDO_0006896,EFO_1001095
MONDO_0005464,EFO_0005240
MONDO_0006895,EFO_1001094
MONDO_0008214,EFO_1001093
MONDO_0006894,EFO_1001092
MONDO_0006893,EFO_1001091
MONDO_0006900,EFO_1001099
MONDO_0005470,EFO_0005253
MONDO_0005467,EFO_0005250
MONDO_0005602,EFO_0006463
MONDO_0005471,EFO_0005254
MONDO_0009975,EFO_0005287
MONDO_0005473,EFO_0005279
MONDO_0012105,EFO_0005297
MONDO_0006826,EFO_1001009
MONDO_0006825,EFO_1001008
MONDO_0009509,EFO_1001010
MONDO_0006833,EFO_1001018
MONDO_0006831,EFO_1001016
MONDO_0006830,EFO_1001015
MONDO_0006829,EFO_1001014
MONDO_0006828,EFO_1001013
MONDO_0006827,EFO_1001011
MONDO_0006834,EFO_1001019
MONDO_0006836,EFO_1001021
MONDO_0006835,EFO_1001020
MONDO_0006844,EFO_1001029
MONDO_0006843,EFO_1001028
MONDO_0006842,EFO_1001027
MONDO_0006841,EFO_1001026
MONDO_0006840,EFO_1001025
MONDO_0006838,EFO_1001023
MONDO_0006837,EFO_1001022
MONDO_0005338,EFO_0004190
MONDO_0006847,EFO_1001032
MONDO_0006846,EFO_1001031
MONDO_0006845,EFO_1001030
MONDO_0007969,EFO_1001039
MONDO_0006851,EFO_1001037
MONDO_0007955,EFO_1001036
MONDO_0006850,EFO_1001035
MONDO_0006849,EFO_1001034
MONDO_0006848,EFO_1001033
MONDO_0006855,EFO_1001043
MONDO_0006854,EFO_1001042
MONDO_0006853,EFO_1001041
MONDO_0018059,EFO_1001040
MONDO_0006859,EFO_1001048
MONDO_0006857,EFO_1001045
MONDO_0006856,EFO_1001044
MONDO_0006862,EFO_1001054
MONDO_0008945,EFO_1001053
MONDO_0006861,EFO_1001052
MONDO_0009691,EFO_1001051
MONDO_0006866,EFO_1001059
MONDO_0006865,EFO_1001058
MONDO_0006864,EFO_1001057
MONDO_0006863,EFO_1001056
MONDO_0009718,EFO_1001055
MONDO_0009366,EFO_1001065
MONDO_0006871,EFO_1001064
MONDO_0017124,EFO_1001063
MONDO_0006868,EFO_1001061
MONDO_0019783,EFO_1001060
MONDO_0006875,EFO_1001069
MONDO_0006874,EFO_1001068
MONDO_0006881,EFO_1001076
MONDO_0006880,EFO_1001075
MONDO_0006879,EFO_1001074
MONDO_0006878,EFO_1001072
MONDO_0006877,EFO_1001071
MONDO_0006876,EFO_1001070
MONDO_0006889,EFO_1001086
MONDO_0006888,EFO_1001085
MONDO_0006887,EFO_1001084
MONDO_0006886,EFO_1001083
MONDO_0006884,EFO_1001081
MONDO_0006883,EFO_1001080
MONDO_0006891,EFO_1001089
MONDO_0011644,EFO_1001088
MONDO_0008114,EFO_0004242
MONDO_0006824,EFO_1001007
MONDO_0006821,EFO_1001004
MONDO_0006820,EFO_1001003
MONDO_0006817,EFO_1001000
MONDO_0005599,EFO_0006452
MONDO_0018689,EFO_0006475
MONDO_0005448,EFO_0005129
MONDO_0005449,EFO_0005137
MONDO_0005605,EFO_0006497
MONDO_0006930,EFO_1001131
MONDO_0006929,EFO_1001130
MONDO_0006937,EFO_1001139
MONDO_0006936,EFO_1001138
MONDO_0006935,EFO_1001137
MONDO_0006933,EFO_1001135
MONDO_0006932,EFO_1001134
MONDO_0006931,EFO_1001133
MONDO_0009468,EFO_1001132
MONDO_0009949,EFO_1001142
MONDO_0006938,EFO_1001140
MONDO_0006944,EFO_1001149
MONDO_0019125,EFO_1001148
MONDO_0017768,EFO_1001146
